Assigned Appeal Description,Assigned Appeal ID,Assigned Appeal Response,Age,Constituent ID,Lifetime Giving
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,79,991010861,"$15,865.60 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,65,991002414,"$8,885.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,68,991001570,"$3,900.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,999934578,"$49,155.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,51,1524902,"$7,635.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,78,991005663,$90.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,68,991000103,"$18,240.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,70,991000363,"$6,260.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,74,991005735,$0.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,41,1279468,$350.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,46,1199404,"$20,552.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,991002946,"$40,437.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,82,991014943,"$27,727.50 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,991014756,"$32,695.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,999934578,"$49,155.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,81,991008747,"$25,990.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,72,991005395,"$123,910.53 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,58,999901938,$100.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,61,991005593,"$7,918.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,990000119,"$144,160.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,999937298,"$2,700.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,999931351,"$110,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,991003364,"$20,165.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,71,991005582,"$42,855.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,999936473,"$18,500.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991000420,"$2,441.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,64,991000469,"$3,340.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,60,991000326,$295.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991000173,"$16,356.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,59,991000197,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,60,991000203,$525.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,73,991002834,$170.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,54,901271704,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,74,991001699,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,68,991001570,"$3,900.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,60,991001876,$30.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991002081,"$11,410.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991002232,$155.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991001457,$195.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,69,991002297,$400.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,54,901271719,$111.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,63,991003693,"$1,190.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991003701,$355.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,68,991000103,"$18,240.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,57,999900114,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,64,991000208,$210.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991000415,$450.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,71,991003938,"$1,999.27 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,66,991002860,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,62,991002864,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,59,999902052,$65.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,56,999901941,"$25,270.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,60,991004294,$75.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,65,991004208,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,86,991009286,"$50,785.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,81,991008227,"$1,161.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,70,991003231,"$2,450.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,62,999901587,"$2,870.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,58,999901230,$190.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,77,991013109,"$2,755.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,84,991015083,$225.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,67,991003656,$890.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,66,991003579,"$2,050.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,55,999901605,$308.95 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,69,991004142,"$4,725.11 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,72,991004339,$60.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,62,991004187,$90.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,61,991003405,$255.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,69,991004911,"$1,551.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,50,1091914,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,49,990000307,$300.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,75,991011914,"$1,226.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,46,1199332,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,45,1221577,$5.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,91,991013558,"$1,255.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,52,1018420,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,51,1046629,"$1,100.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,75,991009056,"$1,075.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,55,999903318,"$2,900.69 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,48,1168000,$150.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,48,1166929,"$3,000.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,48,1267582,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,40,1292977,"$1,000.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,40,1285828,$155.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,49,1168288,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,74,991012899,"$8,524.50 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,79,991010861,"$15,865.60 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,80,991010889,"$11,870.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,78,991009431,"$75,919.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,79,991009433,"$33,664.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,47,1180678,"$6,843.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,48,1183651,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,38,1312528,"$8,112.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,37,1328137,$30.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,36,1324429,$5.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,36,1325563,$165.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,45,1217335,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,73,999934840,$660.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,40,1291345,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,40,1289392,"$1,425.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,33,1356229,$2.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,46,1199401,$255.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,28,1503402,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,27,1502286,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,26,1511248,$70.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,27,1506015,$225.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,27,1513281,$20.20 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,50,1377496,$320.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,40,1293262,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,56,1271080,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,33,1372075,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,24,1517306,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999942415,$300.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999942217,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999941935,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,27,1507085,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,25,1510974,$20.21 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999942760,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999942840,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,23,1533846,$20.24 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,23,1541513,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,25,1516525,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,25,1517307,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,25,1514218,$20.25 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,31,1392973,$20.25 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,30,1403908,$65.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999942857,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,,999941294,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Opened,23,1533846,$20.24 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,80,991010889,"$11,870.00 "
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,,999941294,$50.00 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,23,1541513,$50.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,54,901271719,$111.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,48,1168000,$150.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,40,1292977,"$1,000.00 "
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,46,1199401,$255.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,,1557122,"$3,852.80 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,,999942309,$175.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,48,1179988,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,53,901272310,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,70,991003369,"$147,190.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,77,991009534,$660.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Clicked,55,1105813,$200.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Clicked,,999942840,$50.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Clicked,,999942840,$50.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Clicked,77,991009534,$660.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Clicked,50,1377496,$320.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Clicked,27,1507085,$20.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Clicked,77,991009534,$660.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Clicked,70,991000787,"$36,975.00 "
A Message From Coach Henry Kennedy 20250422,BBOX58519542,Clicked,86,991009286,"$50,785.00 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Clicked,24,1526566,$20.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Clicked,,999942900,$200.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Clicked,40,1291345,$25.00 
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Clicked,,999942309,$175.00 
Athletics Giving Week Has Begun - Men's Volleyball 20250421,BBOX58507767,Clicked,,999942309,$175.00 
Athletics Giving Week Has Begun - Men's Volleyball 20250421,BBOX58507767,Clicked,60,991000203,$525.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,70,991002232,$155.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Clicked,61,991004116,$30.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,51,1020484,$205.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,27,1507085,$20.00 
A Message From Coach Gary Dunda 20250422,BBOX58519911,Clicked,70,991002081,"$11,410.00 "
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,77,991009534,$660.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Clicked,54,901271704,$10.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,62,991002864,$10.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,,999942217,$100.00 
A Message From Coach Geno DeMarco 20250422,BBOX58519622,Clicked,64,991004311,$835.00 
Today Is Your Last Chance To Give - Women's Basketball 20250426,BBOX58531562,Clicked,77,991009534,$660.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Gave,51,1046629,"$1,100.00 "
A Letter from the Athletic Director 20250424,BBOX58517406,Gave,47,1180678,"$6,843.00 "
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Gave,70,991003369,"$147,190.00 "
A Message From Coach Alexis Ritson 20250422,BBOX58519167,Gave,,999942246,$50.00 
A Message From Coach Jeff Santarsiero 20250422,BBOX58519971,Gave,53,901272310,$50.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Gave,,999942217,$100.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Gave,,999941935,$50.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Gave,,999942857,$50.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Gave,,999942900,$200.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Received,74,991012899,"$8,524.50 "
A Letter from the Athletic Director 20250424,BBOX58517406,Received,75,991013615,"$16,127.00 "
A Letter from the Athletic Director 20250424,BBOX58517406,Received,95,991014091,"$2,500.00 "
A Letter from the Athletic Director 20250424,BBOX58517406,Received,78,991014406,$380.00 
A Letter from the Athletic Director 20250424,BBOX58517406,Received,75,991014827,$240.00 
